crop,stage,sowing_date,disease
Toor (Pigeon Pea),Flowering,2025-06-20,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-07-11,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-07-07,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-07-05,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-06-26,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-06-15,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-07-01,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-06-23,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-06-20,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-07-09,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-22,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Seedling,2025-06-20,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-07-12,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-06-29,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-07-03,Dry Root Rot
Toor (Pigeon Pea),Pod Formation,2025-06-26,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-07-02,Sterility Mosaic Disease
Toor (Pigeon Pea),Vegetative,2025-07-03,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-07-04,Nete Disease
Toor (Pigeon Pea),Maturity,2025-06-18,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-06-24,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-07-04,Alternaria Leaf Spot
Toor (Pigeon Pea),Vegetative,2025-06-26,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-07-03,Sterility Mosaic Disease
Toor (Pigeon Pea),Pod Formation,2025-07-07,Dry Root Rot
Toor (Pigeon Pea),Maturity,2025-07-04,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-07-06,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-07-03,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-07-06,Nete Disease
Toor (Pigeon Pea),Flowering,2025-06-28,Alternaria Leaf Spot
Toor (Pigeon Pea),Vegetative,2025-07-07,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-07-04,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-06-15,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-06-18,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-15,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-06-20,Fusarium Wilt
Toor (Pigeon Pea),Maturity,2025-06-26,Powdery Mildew
Toor (Pigeon Pea),Pre-Flower,2025-06-23,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-06-27,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-06-21,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-06-20,Alternaria Leaf Spot
Toor (Pigeon Pea),Pod Formation,2025-06-20,Sterility Mosaic Disease
Toor (Pigeon Pea),Pod Formation,2025-07-01,Sterility Mosaic Disease
Toor (Pigeon Pea),Pre-Flower,2025-07-03,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-07-10,Nete Disease
Toor (Pigeon Pea),Flowering,2025-07-01,Powdery Mildew
Toor (Pigeon Pea),Pre-Flower,2025-07-14,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-06-15,Dry Root Rot
Toor (Pigeon Pea),Pod Formation,2025-06-23,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-06-23,Dry Root Rot
Toor (Pigeon Pea),Seedling,2025-06-23,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-07-14,Fusarium Wilt
Toor (Pigeon Pea),Maturity,2025-06-24,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-07-06,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-06-30,Nete Disease
Toor (Pigeon Pea),Maturity,2025-06-27,Fusarium Wilt
Toor (Pigeon Pea),Seedling,2025-06-24,Sterility Mosaic Disease
Toor (Pigeon Pea),Vegetative,2025-07-12,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-06-16,Alternaria Leaf Spot
Toor (Pigeon Pea),Pre-Flower,2025-06-17,Dry Root Rot
Toor (Pigeon Pea),Maturity,2025-07-11,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-06-24,Nete Disease
Toor (Pigeon Pea),Maturity,2025-06-23,Nete Disease
Toor (Pigeon Pea),Maturity,2025-07-05,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-06-29,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-07-03,Sterility Mosaic Disease
Toor (Pigeon Pea),Vegetative,2025-06-30,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-06-23,Powdery Mildew
Toor (Pigeon Pea),Vegetative,2025-07-03,Nete Disease
Toor (Pigeon Pea),Flowering,2025-07-07,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-21,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-07-07,Fusarium Wilt
Toor (Pigeon Pea),Vegetative,2025-06-21,Fusarium Wilt
Toor (Pigeon Pea),Vegetative,2025-06-20,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-22,Alternaria Leaf Spot
Toor (Pigeon Pea),Pre-Flower,2025-06-24,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-06-26,Nete Disease
Toor (Pigeon Pea),Maturity,2025-06-17,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-07-15,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-07-01,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-07-02,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-06-30,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-06-19,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-07-14,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-06-27,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-07-12,Nete Disease
Toor (Pigeon Pea),Seedling,2025-07-11,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-07-10,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-07-06,Dry Root Rot
Toor (Pigeon Pea),Pod Formation,2025-06-21,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-06-17,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-28,Dry Root Rot
Toor (Pigeon Pea),Pod Formation,2025-06-22,Dry Root Rot
Toor (Pigeon Pea),Pod Formation,2025-07-05,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-06-17,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-06-21,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-07-06,Alternaria Leaf Spot
Toor (Pigeon Pea),Pre-Flower,2025-06-19,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-21,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-07-09,Alternaria Leaf Spot
Toor (Pigeon Pea),Vegetative,2025-06-22,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-07-12,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-06-17,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-07-02,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-06-17,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-07-13,Nete Disease
Toor (Pigeon Pea),Maturity,2025-06-16,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-07-13,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-06-16,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-07-11,Nete Disease
Toor (Pigeon Pea),Maturity,2025-07-13,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-23,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-14,Fusarium Wilt
Toor (Pigeon Pea),Vegetative,2025-07-09,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-06-29,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-06-23,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-16,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-18,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-10,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-06-29,Dry Root Rot
Toor (Pigeon Pea),Pod Formation,2025-06-27,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-02,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-06-27,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-07-10,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Seedling,2025-07-13,Sterility Mosaic Disease
Toor (Pigeon Pea),Flowering,2025-07-09,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-06-20,Nete Disease
Toor (Pigeon Pea),Maturity,2025-06-21,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-06-24,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-07-01,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-06-18,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-06-27,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-07-11,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-06-15,Alternaria Leaf Spot
Toor (Pigeon Pea),Pod Formation,2025-06-29,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-06-22,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-06-28,Nete Disease
Toor (Pigeon Pea),Maturity,2025-07-02,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-01,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-07-12,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-07-03,Powdery Mildew
Toor (Pigeon Pea),Pod Formation,2025-06-27,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-07-07,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-07-11,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Seedling,2025-07-10,Alternaria Leaf Spot
Toor (Pigeon Pea),Vegetative,2025-06-18,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-07-05,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-07-10,Sterility Mosaic Disease
Toor (Pigeon Pea),Pod Formation,2025-07-02,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-07-12,Nete Disease
Toor (Pigeon Pea),Flowering,2025-07-01,Fusarium Wilt
Toor (Pigeon Pea),Vegetative,2025-06-15,Nete Disease
Toor (Pigeon Pea),Seedling,2025-07-06,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-07-12,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-07-01,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-06-19,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-07-05,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-06-16,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-06-29,Alternaria Leaf Spot
Toor (Pigeon Pea),Pod Formation,2025-06-28,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-07-03,Powdery Mildew
Toor (Pigeon Pea),Pre-Flower,2025-07-11,Sterility Mosaic Disease
Toor (Pigeon Pea),Pod Formation,2025-07-15,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-20,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-06-20,Fusarium Wilt
Toor (Pigeon Pea),Seedling,2025-06-16,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-07-11,Alternaria Leaf Spot
Toor (Pigeon Pea),Pod Formation,2025-07-15,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-07-04,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-07-14,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-07-14,Fusarium Wilt
Toor (Pigeon Pea),Vegetative,2025-07-13,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-07-11,Powdery Mildew
Toor (Pigeon Pea),Pod Formation,2025-06-27,Dry Root Rot
Toor (Pigeon Pea),Seedling,2025-07-09,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-06-26,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-07-08,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-06-19,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-06-18,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-07-14,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-07-02,Fusarium Wilt
Toor (Pigeon Pea),Seedling,2025-07-06,Dry Root Rot
Toor (Pigeon Pea),Maturity,2025-06-28,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-06-18,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-06-29,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-07-10,Nete Disease
Toor (Pigeon Pea),Maturity,2025-06-23,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-07-14,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-07-04,Nete Disease
Toor (Pigeon Pea),Flowering,2025-07-15,Powdery Mildew
Toor (Pigeon Pea),Pre-Flower,2025-07-11,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-06-16,Dry Root Rot
Toor (Pigeon Pea),Maturity,2025-06-22,Fusarium Wilt
Toor (Pigeon Pea),Seedling,2025-06-23,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-06-28,Fusarium Wilt
Toor (Pigeon Pea),Seedling,2025-06-26,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-06-22,Sterility Mosaic Disease
Toor (Pigeon Pea),Vegetative,2025-06-30,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-06-16,Nete Disease
Toor (Pigeon Pea),Maturity,2025-07-05,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-06-30,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-06-22,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-29,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-06-29,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-07-14,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-22,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-24,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-07-02,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-06-20,Fusarium Wilt
Toor (Pigeon Pea),Maturity,2025-07-09,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-06-16,Fusarium Wilt
Toor (Pigeon Pea),Maturity,2025-06-15,Powdery Mildew
Toor (Pigeon Pea),Pod Formation,2025-06-26,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-07-14,Dry Root Rot
Toor (Pigeon Pea),Maturity,2025-07-13,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-07-02,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-07-02,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-07-07,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-13,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-07-11,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-07-02,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-07-01,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-06-28,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-07-06,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-29,Dry Root Rot
Toor (Pigeon Pea),Seedling,2025-07-04,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Maturity,2025-07-09,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-07-01,Sterility Mosaic Disease
Toor (Pigeon Pea),Pre-Flower,2025-06-20,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-07-06,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-07-15,Fusarium Wilt
Toor (Pigeon Pea),Vegetative,2025-07-04,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-07-03,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-06-27,Sterility Mosaic Disease
Toor (Pigeon Pea),Flowering,2025-07-02,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-06-19,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-07-01,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-06-19,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-07-02,Sterility Mosaic Disease
Toor (Pigeon Pea),Vegetative,2025-07-15,Nete Disease
Toor (Pigeon Pea),Seedling,2025-06-23,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-07-15,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-20,Nete Disease
Toor (Pigeon Pea),Maturity,2025-07-15,Nete Disease
Toor (Pigeon Pea),Maturity,2025-07-08,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-06-23,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-07-07,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-07-03,Alternaria Leaf Spot
Toor (Pigeon Pea),Vegetative,2025-06-26,Nete Disease
Toor (Pigeon Pea),Flowering,2025-07-06,Nete Disease
Toor (Pigeon Pea),Seedling,2025-07-14,Sterility Mosaic Disease
Toor (Pigeon Pea),Pod Formation,2025-06-15,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-06-15,Nete Disease
Toor (Pigeon Pea),Seedling,2025-06-17,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-06-17,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-06-22,Alternaria Leaf Spot
Toor (Pigeon Pea),Pre-Flower,2025-06-23,Nete Disease
Toor (Pigeon Pea),Maturity,2025-07-07,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-06-23,Nete Disease
Toor (Pigeon Pea),Flowering,2025-06-23,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-06-26,Powdery Mildew
Toor (Pigeon Pea),Pod Formation,2025-07-03,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-06-21,Sterility Mosaic Disease
Toor (Pigeon Pea),Vegetative,2025-06-26,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-07,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-07-09,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-07-03,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-07-02,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-07-03,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-06-15,Fusarium Wilt
Toor (Pigeon Pea),Maturity,2025-06-17,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Maturity,2025-07-13,Sterility Mosaic Disease
Toor (Pigeon Pea),Flowering,2025-07-14,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-07-15,Nete Disease
Toor (Pigeon Pea),Seedling,2025-07-09,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-06-20,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-06-24,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-07-03,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-06-28,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-07-04,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-21,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-06-23,Powdery Mildew
Toor (Pigeon Pea),Pre-Flower,2025-07-06,Nete Disease
Toor (Pigeon Pea),Seedling,2025-07-07,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-06-29,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-07-13,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-07-03,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-06-26,Alternaria Leaf Spot
Toor (Pigeon Pea),Pod Formation,2025-06-16,Dry Root Rot
Toor (Pigeon Pea),Maturity,2025-06-21,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-07-08,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-06-15,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-07-01,Dry Root Rot
Toor (Pigeon Pea),Seedling,2025-07-02,Powdery Mildew
Toor (Pigeon Pea),Pre-Flower,2025-06-25,Fusarium Wilt
Toor (Pigeon Pea),Seedling,2025-06-22,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Maturity,2025-06-18,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-07-04,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-06-18,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-06-20,Powdery Mildew
Toor (Pigeon Pea),Pod Formation,2025-06-27,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-06-30,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Seedling,2025-07-11,Alternaria Leaf Spot
Toor (Pigeon Pea),Vegetative,2025-06-22,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Seedling,2025-07-14,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-07-13,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-06-19,Powdery Mildew
Toor (Pigeon Pea),Pod Formation,2025-06-23,Alternaria Leaf Spot
Toor (Pigeon Pea),Pre-Flower,2025-07-01,Sterility Mosaic Disease
Toor (Pigeon Pea),Seedling,2025-06-28,Fusarium Wilt
Toor (Pigeon Pea),Pre-Flower,2025-06-21,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-03,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-07-02,Powdery Mildew
Toor (Pigeon Pea),Vegetative,2025-06-26,Sterility Mosaic Disease
Toor (Pigeon Pea),Flowering,2025-07-08,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-06-16,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-07-15,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-07-14,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-07-15,Sterility Mosaic Disease
Toor (Pigeon Pea),Pod Formation,2025-07-03,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-06-26,Nete Disease
Toor (Pigeon Pea),Maturity,2025-07-04,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-06-15,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-07-05,Alternaria Leaf Spot
Toor (Pigeon Pea),Pre-Flower,2025-06-15,Fusarium Wilt
Toor (Pigeon Pea),Vegetative,2025-06-24,Powdery Mildew
Toor (Pigeon Pea),Pre-Flower,2025-07-02,Nete Disease
Toor (Pigeon Pea),Seedling,2025-06-19,Alternaria Leaf Spot
Toor (Pigeon Pea),Pre-Flower,2025-07-02,Dry Root Rot
Toor (Pigeon Pea),Maturity,2025-06-30,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-07-06,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-06-22,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-07-12,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-07-15,Dry Root Rot
Toor (Pigeon Pea),Flowering,2025-07-12,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-06-22,Sterility Mosaic Disease
Toor (Pigeon Pea),Vegetative,2025-06-19,Nete Disease
Toor (Pigeon Pea),Pod Formation,2025-07-06,Nete Disease
Toor (Pigeon Pea),Seedling,2025-07-03,Dry Root Rot
Toor (Pigeon Pea),Vegetative,2025-06-27,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-19,Nete Disease
Toor (Pigeon Pea),Pre-Flower,2025-06-18,Powdery Mildew
Toor (Pigeon Pea),Pod Formation,2025-07-14,Nete Disease
Toor (Pigeon Pea),Maturity,2025-06-30,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-06-24,Nete Disease
Toor (Pigeon Pea),Seedling,2025-06-19,Powdery Mildew
Toor (Pigeon Pea),Flowering,2025-06-28,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-06-29,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-06-19,Alternaria Leaf Spot
Toor (Pigeon Pea),Pod Formation,2025-06-19,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-07-14,Sterility Mosaic Disease
Toor (Pigeon Pea),Pre-Flower,2025-06-26,Nete Disease
Toor (Pigeon Pea),Flowering,2025-06-17,Fusarium Wilt
Toor (Pigeon Pea),Vegetative,2025-07-09,Fusarium Wilt
Toor (Pigeon Pea),Flowering,2025-07-09,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-06-19,Alternaria Leaf Spot
Toor (Pigeon Pea),Seedling,2025-07-02,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-06-22,Powdery Mildew
Toor (Pigeon Pea),Maturity,2025-07-13,Sterility Mosaic Disease
Toor (Pigeon Pea),Flowering,2025-07-06,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-07-02,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pre-Flower,2025-06-18,Nete Disease
Toor (Pigeon Pea),Flowering,2025-07-08,Nete Disease
Toor (Pigeon Pea),Seedling,2025-06-22,Alternaria Leaf Spot
Toor (Pigeon Pea),Flowering,2025-07-06,Fusarium Wilt
Toor (Pigeon Pea),Maturity,2025-06-30,Powdery Mildew
Toor (Pigeon Pea),Seedling,2025-07-02,Powdery Mildew
Toor (Pigeon Pea),Vegetative,2025-06-19,Alternaria Leaf Spot
Toor (Pigeon Pea),Vegetative,2025-07-14,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Vegetative,2025-07-14,Powdery Mildew
Toor (Pigeon Pea),Pre-Flower,2025-07-03,Nete Disease
Toor (Pigeon Pea),Vegetative,2025-07-12,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-07-01,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Flowering,2025-06-24,Fusarium Wilt
Toor (Pigeon Pea),Pod Formation,2025-07-04,Leaf Spot (Cercospora)
Toor (Pigeon Pea),Pod Formation,2025-06-20,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-07-15,Alternaria Leaf Spot
Toor (Pigeon Pea),Vegetative,2025-07-05,Dry Root Rot
Toor (Pigeon Pea),Pre-Flower,2025-06-20,Sterility Mosaic Disease
Toor (Pigeon Pea),Pod Formation,2025-07-02,Sterility Mosaic Disease
Toor (Pigeon Pea),Maturity,2025-07-12,Alternaria Leaf Spot
Toor (Pigeon Pea),Maturity,2025-06-16,Nete Disease
